pizza_id,order_id,quantity,order_date,unit_price,total_price,pizza_size,pizza_category,pizza_name
32,12,1,01-01-2015,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
33,12,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
34,13,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
35,14,1,01-01-2015,12,12,S,Classic,The Greek Pizza
36,15,1,01-01-2015,12,12,S,Classic,The Big Meat Pizza
37,15,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
38,15,1,01-01-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
39,15,1,01-01-2015,12,12,S,Classic,The Greek Pizza
40,16,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
41,16,1,01-01-2015,12,12,S,Classic,The Napolitana Pizza
42,16,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
43,17,1,01-01-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
44,17,1,01-01-2015,16.25,16.25,M,Supreme,The Calabrese Pizza
45,17,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
46,17,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
47,17,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
48,17,1,01-01-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
49,17,2,01-01-2015,16,32,M,Veggie,The Mediterranean Pizza
50,17,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
51,17,1,01-01-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
52,17,1,01-01-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
53,18,1,01-01-2015,20.5,20.5,L,Classic,The Napolitana Pizza
54,19,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
55,19,1,01-01-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
56,20,1,01-01-2015,12,12,S,Classic,The Big Meat Pizza
57,20,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
58,21,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
59,22,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
60,22,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
61,22,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
62,23,1,01-01-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
63,24,1,01-01-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
64,24,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
65,24,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
66,24,1,01-01-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
67,25,1,01-01-2015,16.25,16.25,M,Supreme,The Sicilian Pizza
68,25,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
69,26,1,01-01-2015,12,12,S,Classic,The Classic Deluxe Pizza
70,26,1,01-01-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
71,27,1,01-01-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
72,27,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
73,27,1,01-01-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
74,28,1,01-01-2015,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
75,29,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
76,30,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
77,31,1,01-01-2015,16,16,M,Veggie,The Mexicana Pizza
78,31,1,01-01-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
79,32,1,01-01-2015,12,12,S,Classic,The Big Meat Pizza
80,32,1,01-01-2015,20.25,20.25,L,Veggie,The Green Garden Pizza
81,32,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
82,32,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
83,33,1,01-01-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
84,33,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
85,34,1,01-01-2015,12,12,S,Classic,The Greek Pizza
86,35,1,01-01-2015,16,16,M,Veggie,The Green Garden Pizza
87,35,1,01-01-2015,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
88,35,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
89,35,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
90,36,1,01-01-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
91,36,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
92,37,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
93,37,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
94,38,1,01-01-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
95,38,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
96,39,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
97,40,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
98,40,1,01-01-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
99,41,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
100,41,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
101,42,1,01-01-2015,12,12,S,Classic,The Big Meat Pizza
102,42,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
103,42,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
104,42,1,01-01-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
105,43,1,01-01-2015,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
106,43,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
107,43,1,01-01-2015,20.75,20.75,L,Supreme,The Pepper Salami Pizza
108,44,1,01-01-2015,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
109,45,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
110,45,1,01-01-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
111,45,1,01-01-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
112,46,1,01-01-2015,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
113,46,1,01-01-2015,20.5,20.5,L,Classic,The Classic Deluxe Pizza
114,46,1,01-01-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
115,47,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
116,47,1,01-01-2015,12,12,S,Veggie,The Vegetables + Vegetables Pizza
117,48,1,01-01-2015,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
118,48,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
119,48,1,01-01-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
120,48,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
121,49,1,01-01-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
122,50,1,01-01-2015,25.5,25.5,XL,Classic,The Greek Pizza
123,51,1,01-01-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
124,51,1,01-01-2015,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
125,52,1,01-01-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
126,52,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
127,52,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
128,53,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
129,53,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
130,54,1,01-01-2015,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
131,54,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
132,55,1,01-01-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
133,55,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
134,56,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
135,56,1,01-01-2015,20.25,20.25,L,Veggie,The Mediterranean Pizza
136,56,1,01-01-2015,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
137,57,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
138,58,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
139,58,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
140,59,1,01-01-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
141,59,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
142,59,1,01-01-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
143,60,1,01-01-2015,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
144,60,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
145,61,1,01-01-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
146,61,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
147,62,1,01-01-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
148,62,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
149,63,1,01-01-2015,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
150,64,1,01-01-2015,12,12,S,Classic,The Big Meat Pizza
151,65,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
152,65,1,01-01-2015,12.25,12.25,S,Supreme,The Sicilian Pizza
153,65,1,01-01-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
154,65,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
155,66,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
156,66,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
157,67,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
158,68,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
159,68,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
160,68,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
161,69,1,01-01-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
162,70,1,01-02-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
163,70,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
164,71,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
165,72,1,01-02-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
166,73,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
167,74,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
168,74,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
169,74,1,01-02-2015,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
170,74,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
171,75,1,01-02-2015,12.5,12.5,S,Supreme,The Italian Supreme Pizza
172,75,1,01-02-2015,20.25,20.25,L,Veggie,The Mediterranean Pizza
173,75,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
174,76,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
175,76,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
176,76,1,01-02-2015,21,21,L,Veggie,The Italian Vegetables Pizza
177,76,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
178,77,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
179,77,1,01-02-2015,13.25,13.25,M,Classic,The Hawaiian Pizza
180,78,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
181,78,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
182,78,1,01-02-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
183,78,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
184,78,3,01-02-2015,20.75,62.25,L,Supreme,The Spicy Italian Pizza
185,78,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
186,79,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
187,79,1,01-02-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
188,79,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
189,80,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
190,80,1,01-02-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
191,81,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
192,82,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
193,82,1,01-02-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
194,82,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
195,82,1,01-02-2015,16,16,M,Veggie,The Vegetables + Vegetables Pizza
196,83,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
197,84,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
198,85,1,01-02-2015,16,16,M,Classic,The Classic Deluxe Pizza
199,85,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
200,85,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
201,85,1,01-02-2015,16,16,M,Classic,The Greek Pizza
202,86,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
203,87,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
204,87,1,01-02-2015,16,16,M,Veggie,The Mexicana Pizza
205,87,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
206,87,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
207,88,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
208,89,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
209,89,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
210,90,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
211,90,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
212,91,2,01-02-2015,20.75,41.5,L,Chicken,The Barbecue Chicken Pizza
213,91,1,01-02-2015,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
214,91,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
215,92,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
216,92,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
217,92,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
218,92,1,01-02-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
219,92,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
220,92,1,01-02-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
221,92,1,01-02-2015,12,12,S,Veggie,The Spinach and Feta Pizza
222,92,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
223,92,2,01-02-2015,16,32,M,Classic,The Greek Pizza
224,93,1,01-02-2015,16.25,16.25,M,Supreme,The Sicilian Pizza
225,94,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
226,94,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
227,95,1,01-02-2015,12,12,S,Classic,The Napolitana Pizza
228,95,1,01-02-2015,20.75,20.75,L,Supreme,The Pepper Salami Pizza
229,96,1,01-02-2015,12,12,S,Classic,The Napolitana Pizza
230,97,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
231,98,1,01-02-2015,20.5,20.5,L,Classic,The Classic Deluxe Pizza
232,98,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
233,99,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
234,100,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
235,101,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
236,101,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
237,101,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
238,101,1,01-02-2015,16.5,16.5,M,Supreme,The Spicy Italian Pizza
239,102,1,01-02-2015,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
240,102,1,01-02-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
241,103,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
242,104,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
243,104,1,01-02-2015,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
244,104,1,01-02-2015,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
245,104,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
246,105,2,01-02-2015,10.5,21,S,Classic,The Hawaiian Pizza
247,105,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
248,105,1,01-02-2015,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
249,106,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
250,106,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
251,107,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
252,107,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
253,107,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
254,107,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
255,108,1,01-02-2015,20.5,20.5,L,Classic,The Classic Deluxe Pizza
256,108,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
257,108,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
258,109,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
259,109,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
260,109,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
261,109,1,01-02-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
262,110,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
263,110,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
264,110,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
265,110,1,01-02-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
266,111,1,01-02-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
267,111,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
268,111,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
269,111,1,01-02-2015,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
270,112,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
271,113,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
272,113,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
273,113,1,01-02-2015,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
274,114,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
275,114,1,01-02-2015,12.25,12.25,S,Supreme,The Sicilian Pizza
276,115,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
277,115,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
278,115,1,01-02-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
279,116,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
280,117,1,01-02-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
281,117,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
282,118,1,01-02-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
283,118,1,01-02-2015,12,12,S,Veggie,The Spinach and Feta Pizza
284,119,1,01-02-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
285,120,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
286,120,1,01-02-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
287,120,1,01-02-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
288,121,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
289,121,1,01-02-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
290,121,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
291,121,1,01-02-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
292,122,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
293,123,1,01-02-2015,12,12,S,Classic,The Italian Capocollo Pizza
294,124,1,01-02-2015,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
295,124,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
296,124,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
297,124,1,01-02-2015,12,12,S,Classic,The Greek Pizza
298,125,1,01-02-2015,25.5,25.5,XL,Classic,The Greek Pizza
299,126,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
300,127,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
301,128,1,01-02-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
302,129,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
303,129,1,01-02-2015,16,16,M,Classic,The Greek Pizza
304,130,1,01-02-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
305,130,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
306,130,1,01-02-2015,16,16,M,Veggie,The Mexicana Pizza
307,130,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
308,131,1,01-02-2015,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
309,131,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
310,131,1,01-02-2015,12,12,S,Veggie,The Green Garden Pizza
311,131,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
312,132,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
313,133,1,01-02-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
314,133,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
315,133,1,01-02-2015,12,12,S,Classic,The Greek Pizza
316,134,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
317,134,1,01-02-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
318,134,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
319,135,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
320,136,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
321,136,1,01-02-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
322,137,1,01-03-2015,20.25,20.25,L,Veggie,The Mediterranean Pizza
323,137,1,01-03-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
324,137,1,01-03-2015,16.5,16.5,M,Supreme,The Spicy Italian Pizza
325,138,1,01-03-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
326,138,1,01-03-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
327,138,1,01-03-2015,21,21,L,Veggie,The Italian Vegetables Pizza
328,138,1,01-03-2015,16.25,16.25,M,Supreme,The Sicilian Pizza
329,139,1,01-03-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
330,140,1,01-03-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
331,140,1,01-03-2015,16,16,M,Veggie,The Vegetables + Vegetables Pizza
332,141,1,01-03-2015,16,16,M,Classic,The Classic Deluxe Pizza
333,142,1,01-03-2015,16,16,M,Veggie,The Green Garden Pizza
334,143,1,01-03-2015,12.75,12.75,S,Chicken,The California Chicken Pizza
335,143,1,01-03-2015,12,12,S,Classic,The Classic Deluxe Pizza
336,143,1,01-03-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
337,143,1,01-03-2015,16,16,M,Veggie,The Mexicana Pizza
338,143,1,01-03-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
339,143,1,01-03-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
340,143,1,01-03-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
341,143,1,01-03-2015,16,16,M,Veggie,The Vegetables + Vegetables Pizza
342,144,3,01-03-2015,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza
343,144,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
344,144,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
345,144,1,01-03-2015,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
346,144,1,01-03-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
347,144,1,01-03-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
348,144,1,01-03-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
