pizza_id,order_id,quantity,order_date,unit_price,total_price,pizza_size,pizza_category,pizza_name
158,68,1,01-01-2015,16,16,M,Classic,The Classic Deluxe Pizza
15,9,1,01-01-2015,12,12,S,Classic,The Classic Deluxe Pizza
69,26,1,01-01-2015,12,12,S,Classic,The Classic Deluxe Pizza
3,2,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
37,15,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
45,17,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
57,20,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
59,22,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
102,42,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
138,58,1,01-01-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
40,16,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
97,40,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
109,45,1,01-01-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
46,17,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
99,41,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
144,60,1,01-01-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
12,6,1,01-01-2015,12,12,S,Classic,The Greek Pizza
35,14,1,01-01-2015,12,12,S,Classic,The Greek Pizza
39,15,1,01-01-2015,12,12,S,Classic,The Greek Pizza
85,34,1,01-01-2015,12,12,S,Classic,The Greek Pizza
122,50,1,01-01-2015,25.5,25.5,XL,Classic,The Greek Pizza
80,32,1,01-01-2015,20.25,20.25,L,Veggie,The Green Garden Pizza
86,35,1,01-01-2015,16,16,M,Veggie,The Green Garden Pizza
16,9,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
75,29,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
84,33,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
100,41,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
118,48,1,01-01-2015,12,12,S,Veggie,The Green Garden Pizza
125,52,1,01-01-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,1,01-01-2015,13.25,13.25,M,Classic,The Hawaiian Pizza
94,38,1,01-01-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
110,45,1,01-01-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
17,9,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
54,19,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
58,21,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
81,32,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
95,38,1,01-01-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
60,22,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
64,24,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
156,66,1,01-01-2015,16,16,M,Classic,The Italian Capocollo Pizza
4,2,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
18,9,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
92,37,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
96,39,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
146,61,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
159,68,1,01-01-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
7,3,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
9,4,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
10,5,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
33,12,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
47,17,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
82,32,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
106,43,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
160,68,1,01-01-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
19,9,1,01-01-2015,12.5,12.5,S,Supreme,The Italian Supreme Pizza
48,17,1,01-01-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
140,59,1,01-01-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
135,56,1,01-01-2015,20.25,20.25,L,Veggie,The Mediterranean Pizza
49,17,2,01-01-2015,16,32,M,Veggie,The Mediterranean Pizza
24,10,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
34,13,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
50,17,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
93,37,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
103,42,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
126,52,1,01-01-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
5,2,1,01-01-2015,16,16,M,Veggie,The Mexicana Pizza
77,31,1,01-01-2015,16,16,M,Veggie,The Mexicana Pizza
20,9,1,01-01-2015,12,12,S,Veggie,The Mexicana Pizza
53,18,1,01-01-2015,20.5,20.5,L,Classic,The Napolitana Pizza
41,16,1,01-01-2015,12,12,S,Classic,The Napolitana Pizza
107,43,1,01-01-2015,20.75,20.75,L,Supreme,The Pepper Salami Pizza
104,42,1,01-01-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
51,17,1,01-01-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
132,55,1,01-01-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
29,11,1,01-01-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
142,59,1,01-01-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
65,24,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
88,35,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
139,58,1,01-01-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
78,31,1,01-01-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
87,35,1,01-01-2015,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
124,51,1,01-01-2015,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
149,63,1,01-01-2015,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
128,53,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
141,59,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
151,65,1,01-01-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
8,3,1,01-01-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
119,48,1,01-01-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
130,54,1,01-01-2015,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
66,24,1,01-01-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
55,19,1,01-01-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
121,49,1,01-01-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
67,25,1,01-01-2015,16.25,16.25,M,Supreme,The Sicilian Pizza
152,65,1,01-01-2015,12.25,12.25,S,Supreme,The Sicilian Pizza
38,15,1,01-01-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
25,10,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
61,22,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
115,47,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
157,67,1,01-01-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
136,56,1,01-01-2015,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
62,23,1,01-01-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
98,40,1,01-01-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
21,9,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
120,48,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
127,52,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
133,55,1,01-01-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
153,65,1,01-01-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
52,17,1,01-01-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
73,27,1,01-01-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
22,9,1,01-01-2015,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
108,44,1,01-01-2015,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
129,53,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
148,62,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
154,65,1,01-01-2015,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
13,7,1,01-01-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
14,8,1,01-01-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
6,2,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
42,16,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
68,25,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
76,30,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
89,35,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
131,54,1,01-01-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
111,45,1,01-01-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
114,46,1,01-01-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
70,26,1,01-01-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
23,9,1,01-01-2015,12,12,S,Veggie,The Vegetables + Vegetables Pizza
116,47,1,01-01-2015,12,12,S,Veggie,The Vegetables + Vegetables Pizza
313,133,1,01-02-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
212,91,2,01-02-2015,20.75,41.5,L,Chicken,The Barbecue Chicken Pizza
178,77,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
215,92,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
242,104,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
288,121,1,01-02-2015,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
239,102,1,01-02-2015,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
294,124,1,01-02-2015,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
174,76,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
180,78,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
192,82,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
230,97,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
262,110,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
276,115,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
302,129,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
316,134,1,01-02-2015,12,12,S,Classic,The Big Meat Pizza
235,101,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
251,107,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
271,113,1,01-02-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
193,82,1,01-02-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
266,111,1,01-02-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
243,104,1,01-02-2015,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
308,131,1,01-02-2015,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
213,91,1,01-02-2015,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
231,98,1,01-02-2015,20.5,20.5,L,Classic,The Classic Deluxe Pizza
255,108,1,01-02-2015,20.5,20.5,L,Classic,The Classic Deluxe Pizza
198,85,1,01-02-2015,16,16,M,Classic,The Classic Deluxe Pizza
181,78,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
199,85,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
285,120,1,01-02-2015,12,12,S,Classic,The Classic Deluxe Pizza
167,74,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
207,88,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
267,111,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
279,116,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
309,131,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
320,136,1,01-02-2015,18.5,18.5,L,Veggie,The Five Cheese Pizza
182,78,1,01-02-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
289,121,1,01-02-2015,17.95,17.95,L,Veggie,The Four Cheese Pizza
284,119,1,01-02-2015,14.75,14.75,M,Veggie,The Four Cheese Pizza
201,85,1,01-02-2015,16,16,M,Classic,The Greek Pizza
303,129,1,01-02-2015,16,16,M,Classic,The Greek Pizza
223,92,2,01-02-2015,16,32,M,Classic,The Greek Pizza
297,124,1,01-02-2015,12,12,S,Classic,The Greek Pizza
315,133,1,01-02-2015,12,12,S,Classic,The Greek Pizza
298,125,1,01-02-2015,25.5,25.5,XL,Classic,The Greek Pizza
310,131,1,01-02-2015,12,12,S,Veggie,The Green Garden Pizza
175,76,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
202,86,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
234,100,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
256,108,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
314,133,1,01-02-2015,16.5,16.5,L,Classic,The Hawaiian Pizza
179,77,1,01-02-2015,13.25,13.25,M,Classic,The Hawaiian Pizza
286,120,1,01-02-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
304,130,1,01-02-2015,10.5,10.5,S,Classic,The Hawaiian Pizza
246,105,2,01-02-2015,10.5,21,S,Classic,The Hawaiian Pizza
186,79,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
258,109,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
305,130,1,01-02-2015,20.5,20.5,L,Classic,The Italian Capocollo Pizza
183,78,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
203,87,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
225,94,1,01-02-2015,16,16,M,Classic,The Italian Capocollo Pizza
293,123,1,01-02-2015,12,12,S,Classic,The Italian Capocollo Pizza
200,85,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
216,92,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
233,99,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
259,109,1,01-02-2015,20.75,20.75,L,Supreme,The Italian Supreme Pizza
217,92,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
252,107,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
292,122,1,01-02-2015,16.5,16.5,M,Supreme,The Italian Supreme Pizza
171,75,1,01-02-2015,12.5,12.5,S,Supreme,The Italian Supreme Pizza
176,76,1,01-02-2015,21,21,L,Veggie,The Italian Vegetables Pizza
244,104,1,01-02-2015,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
162,70,1,01-02-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
218,92,1,01-02-2015,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
172,75,1,01-02-2015,20.25,20.25,L,Veggie,The Mediterranean Pizza
168,74,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
249,106,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
272,113,1,01-02-2015,20.25,20.25,L,Veggie,The Mexicana Pizza
204,87,1,01-02-2015,16,16,M,Veggie,The Mexicana Pizza
306,130,1,01-02-2015,16,16,M,Veggie,The Mexicana Pizza
173,75,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
232,98,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
263,110,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
277,115,1,01-02-2015,20.5,20.5,L,Classic,The Napolitana Pizza
227,95,1,01-02-2015,12,12,S,Classic,The Napolitana Pizza
229,96,1,01-02-2015,12,12,S,Classic,The Napolitana Pizza
228,95,1,01-02-2015,20.75,20.75,L,Supreme,The Pepper Salami Pizza
220,92,1,01-02-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
280,117,1,01-02-2015,16.5,16.5,M,Supreme,The Pepper Salami Pizza
321,136,1,01-02-2015,12.5,12.5,S,Supreme,The Pepper Salami Pizza
197,84,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
236,101,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
247,105,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
274,114,1,01-02-2015,15.25,15.25,L,Classic,The Pepperoni Pizza
219,92,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
260,109,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
268,111,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
300,127,1,01-02-2015,12.5,12.5,M,Classic,The Pepperoni Pizza
189,80,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
214,91,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
270,112,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
312,132,1,01-02-2015,9.75,9.75,S,Classic,The Pepperoni Pizza
187,79,1,01-02-2015,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
261,109,1,01-02-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
282,118,1,01-02-2015,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
248,105,1,01-02-2015,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
240,102,1,01-02-2015,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
210,90,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
281,117,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
290,121,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
295,124,1,01-02-2015,20.25,20.25,L,Supreme,The Sicilian Pizza
224,93,1,01-02-2015,16.25,16.25,M,Supreme,The Sicilian Pizza
275,114,1,01-02-2015,12.25,12.25,S,Supreme,The Sicilian Pizza
163,70,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
208,89,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
237,101,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
264,110,1,01-02-2015,20.75,20.75,L,Supreme,The Soppressata Pizza
291,121,1,01-02-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
317,134,1,01-02-2015,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
273,113,1,01-02-2015,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
196,83,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
226,94,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
307,130,1,01-02-2015,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
177,76,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
194,82,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
250,106,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
253,107,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
296,124,1,01-02-2015,20.75,20.75,L,Supreme,The Spicy Italian Pizza
184,78,3,01-02-2015,20.75,62.25,L,Supreme,The Spicy Italian Pizza
238,101,1,01-02-2015,16.5,16.5,M,Supreme,The Spicy Italian Pizza
265,110,1,01-02-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
301,128,1,01-02-2015,12.5,12.5,S,Supreme,The Spicy Italian Pizza
165,72,1,01-02-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
287,120,1,01-02-2015,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
221,92,1,01-02-2015,12,12,S,Veggie,The Spinach and Feta Pizza
283,118,1,01-02-2015,12,12,S,Veggie,The Spinach and Feta Pizza
269,111,1,01-02-2015,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
169,74,1,01-02-2015,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
170,74,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
205,87,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
257,108,1,01-02-2015,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
206,87,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
222,92,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
241,103,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
311,131,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
318,134,1,01-02-2015,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
164,71,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
188,79,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
191,81,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
209,89,1,01-02-2015,20.75,20.75,L,Chicken,The Thai Chicken Pizza
190,80,1,01-02-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
278,115,1,01-02-2015,16.75,16.75,M,Chicken,The Thai Chicken Pizza
166,73,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
185,78,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
211,90,1,01-02-2015,12.75,12.75,S,Chicken,The Thai Chicken Pizza
245,104,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
254,107,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
299,126,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
319,135,1,01-02-2015,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
195,82,1,01-02-2015,16,16,M,Veggie,The Vegetables + Vegetables Pizza
396,167,1,01-03-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
447,190,1,01-03-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
459,195,1,01-03-2015,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
342,144,3,01-03-2015,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza
458,194,1,01-03-2015,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
343,144,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
388,162,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
399,168,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
412,174,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
455,193,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
467,198,1,01-03-2015,12,12,S,Classic,The Big Meat Pizza
445,189,2,01-03-2015,12,24,S,Classic,The Big Meat Pizza
428,182,1,01-03-2015,23.65,23.65,S,Supreme,The Brie Carre Pizza
471,201,1,01-03-2015,16.25,16.25,M,Supreme,The Calabrese Pizza
344,144,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
355,146,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
392,164,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
413,174,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
417,176,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
451,191,1,01-03-2015,20.75,20.75,L,Chicken,The California Chicken Pizza
325,138,1,01-03-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
409,173,1,01-03-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
414,174,1,01-03-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
456,193,1,01-03-2015,16.75,16.75,M,Chicken,The California Chicken Pizza
334,143,1,01-03-2015,12.75,12.75,S,Chicken,The California Chicken Pizza
475,202,1,01-03-2015,12.75,12.75,S,Chicken,The California Chicken Pizza
468,198,1,01-03-2015,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
